,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
7659385387,2015-03-29;2015-04-01;2015-04-08;2015-06-05;2015-07-02,2015-04-01;2015-04-06;2015-06-05;2015-07-02,8/19/2015,3,3/29/2015,4/1/2015,4/8/2015,6/5/2015,7/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2015,4/6/2015,6/5/2015,7/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680195461,4/9/2015,,8/19/2015,,4/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821765598,2014-11-28;2014-12-18;2015-01-04;2015-01-19;2015-02-07,2014-12-17;2015-01-03;2015-01-18;2015-02-06,8/19/2015,19,11/28/2014,12/18/2014,1/4/2015,1/19/2015,2/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/17/2014,1/3/2015,1/18/2015,2/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8845067238,2014-10-02;2014-10-16;2014-11-03;2014-11-16;2014-12-06;2015-01-05;2015-01-13;2015-01-28;2015-02-06;2015-02-17;2015-02-26;2015-03-07;2015-03-18;2015-03-26;2015-03-31;2015-04-09;2015-04-15;2015-04-22;2015-04-30;2015-05-08;2015-05-16;2015-05-24;2015-06-02;2015-06-11;2015-06-18;2015-07-01;2015-07-09;2015-07-17;2015-07-25;2015-07-31;2015-08-13;2015-08-15,2014-10-15;2014-11-03;2014-11-16;2014-11-28;2014-12-17;2015-01-12;2015-01-28;2015-02-05;2015-02-16;2015-02-26;2015-03-06;2015-03-16;2015-03-26;2015-03-31;2015-04-08;2015-04-15;2015-04-22;2015-04-29;2015-05-08;2015-05-15;2015-05-24;2015-06-02;2015-06-10;2015-06-17;2015-07-01;2015-07-08;2015-07-16;2015-07-25;2015-07-31;2015-08-08;2015-08-15,8/19/2015,13,10/2/2014,10/16/2014,11/3/2014,11/16/2014,12/6/2014,1/5/2015,1/13/2015,1/28/2015,2/6/2015,2/17/2015,2/26/2015,3/7/2015,3/18/2015,3/26/2015,3/31/2015,4/9/2015,4/15/2015,4/22/2015,4/30/2015,5/8/2015,5/16/2015,5/24/2015,6/2/2015,6/11/2015,6/18/2015,7/1/2015,7/9/2015,7/17/2015,7/25/2015,7/31/2015,8/13/2015,8/15/2015,,10/15/2014,11/3/2014,11/16/2014,11/28/2014,12/17/2014,1/12/2015,1/28/2015,2/5/2015,2/16/2015,2/26/2015,3/6/2015,3/16/2015,3/26/2015,3/31/2015,4/8/2015,4/15/2015,4/22/2015,4/29/2015,5/8/2015,5/15/2015,5/24/2015,6/2/2015,6/10/2015,6/17/2015,7/1/2015,7/8/2015,7/16/2015,7/25/2015,7/31/2015,8/8/2015,8/15/2015,
1048099395,4/1/2015,,8/19/2015,,4/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6851045436,2015-06-24;2015-07-28,2015-07-14;2015-08-18,8/19/2015,20,6/24/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/14/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551180719,6/10/2014,,8/19/2015,,6/10/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577835738,8/15/2014,,8/19/2015,,8/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427309387,2015-04-10;2015-04-14;2015-05-19,2015-04-14;2015-05-19,8/19/2015,4,4/10/2015,4/14/2015,5/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/14/2015,5/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990471607,2015-07-26;2015-08-17,8/17/2015,8/19/2015,22,7/26/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712104880,6/24/2015,,8/19/2015,,6/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498792920,3/11/2015,,8/19/2015,,3/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232432889,7/23/2015,8/7/2015,8/19/2015,15,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830334836,2014-08-23;2014-09-12;2014-10-07;2014-10-29;2014-11-23;2014-12-10;2014-12-28;2015-01-15;2015-02-02;2015-02-16;2015-03-10;2015-04-02;2015-04-23;2015-05-11;2015-06-04;2015-06-26;2015-07-20;2015-08-04,2014-09-11;2014-10-04;2014-10-29;2014-11-19;2014-12-10;2014-12-28;2015-01-14;2015-02-02;2015-02-16;2015-03-09;2015-04-02;2015-04-22;2015-05-07;2015-06-01;2015-06-26;2015-07-20;2015-08-04,8/19/2015,19,8/23/2014,9/12/2014,10/7/2014,10/29/2014,11/23/2014,12/10/2014,12/28/2014,1/15/2015,2/2/2015,2/16/2015,3/10/2015,4/2/2015,4/23/2015,5/11/2015,6/4/2015,6/26/2015,7/20/2015,8/4/2015,,,,,,,,,,,,,,,,9/11/2014,10/4/2014,10/29/2014,11/19/2014,12/10/2014,12/28/2014,1/14/2015,2/2/2015,2/16/2015,3/9/2015,4/2/2015,4/22/2015,5/7/2015,6/1/2015,6/26/2015,7/20/2015,8/4/2015,,,,,,,,,,,,,,,
1910843118,2015-04-14;2015-05-19,5/19/2015,8/19/2015,35,4/14/2015,5/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445931408,2015-03-28;2015-03-29;2015-03-30,2015-03-29;2015-03-29,8/19/2015,1,3/28/2015,3/29/2015,3/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/29/2015,3/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7333394289,2015-05-21;2015-05-31;2015-06-21;2015-07-10,2015-05-30;2015-06-20;2015-07-09,8/19/2015,9,5/21/2015,5/31/2015,6/21/2015,7/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2015,6/20/2015,7/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695084415,2015-06-06;2015-06-11;2015-06-24,2015-06-11;2015-06-24,8/19/2015,5,6/6/2015,6/11/2015,6/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/11/2015,6/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940996743,2015-06-24;2015-07-12;2015-07-20;2015-07-29,2015-07-11;2015-07-19;2015-07-29,8/19/2015,17,6/24/2015,7/12/2015,7/20/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2015,7/19/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497326671,6/7/2015,6/30/2015,8/19/2015,23,6/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371585770,5/8/2015,,8/19/2015,,5/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535424654,3/26/2015,,8/19/2015,,3/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7526661511,2015-07-20;2015-08-01;2015-08-16,2015-07-30;2015-08-15,8/19/2015,10,7/20/2015,8/1/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/30/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8239972608,2015-06-18;2015-06-22;2015-07-02;2015-07-11,2015-06-22;2015-07-02;2015-07-11,8/19/2015,4,6/18/2015,6/22/2015,7/2/2015,7/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/2015,7/2/2015,7/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8812837743,2015-03-27;2015-04-15;2015-04-30;2015-05-25;2015-06-06;2015-06-28;2015-07-08;2015-08-08,2015-04-15;2015-04-30;2015-05-06;2015-06-06;2015-06-27;2015-07-08;2015-07-28;2015-08-14,8/19/2015,19,3/27/2015,4/15/2015,4/30/2015,5/25/2015,6/6/2015,6/28/2015,7/8/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015,4/30/2015,5/6/2015,6/6/2015,6/27/2015,7/8/2015,7/28/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,
3902245778,2015-06-30;2015-07-14;2015-07-19;2015-07-28,2015-07-14;2015-07-19;2015-07-28,8/19/2015,14,6/30/2015,7/14/2015,7/19/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/14/2015,7/19/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8887062843,2015-03-28;2015-04-01;2015-04-08;2015-04-14;2015-04-21;2015-04-30;2015-05-07;2015-05-16;2015-05-25;2015-06-02;2015-06-10;2015-06-19;2015-06-28;2015-07-08;2015-07-23;2015-08-06;2015-08-19,2015-04-01;2015-04-08;2015-04-14;2015-04-21;2015-04-28;2015-05-07;2015-05-14;2015-05-21;2015-06-02;2015-06-10;2015-06-18;2015-06-25;2015-07-08;2015-07-23;2015-08-18,8/19/2015,4,3/28/2015,4/1/2015,4/8/2015,4/14/2015,4/21/2015,4/30/2015,5/7/2015,5/16/2015,5/25/2015,6/2/2015,6/10/2015,6/19/2015,6/28/2015,7/8/2015,7/23/2015,8/6/2015,8/19/2015,,,,,,,,,,,,,,,,,4/1/2015,4/8/2015,4/14/2015,4/21/2015,4/28/2015,5/7/2015,5/14/2015,5/21/2015,6/2/2015,6/10/2015,6/18/2015,6/25/2015,7/8/2015,7/23/2015,8/18/2015,,,,,,,,,,,,,,,,,
3298734294,2015-06-05;2015-06-29,2015-06-27;2015-07-29,8/19/2015,22,6/5/2015,6/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340508208,2015-05-08;2015-05-13;2015-05-20;2015-06-08;2015-06-17;2015-07-08;2015-07-28;2015-08-01;2015-08-01,2015-05-13;2015-05-18;2015-06-08;2015-06-17;2015-07-08;2015-07-28;2015-07-31,8/19/2015,5,5/8/2015,5/13/2015,5/20/2015,6/8/2015,6/17/2015,7/8/2015,7/28/2015,8/1/2015,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2015,5/18/2015,6/8/2015,6/17/2015,7/8/2015,7/28/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,
8521033508,2014-05-22;2014-06-03;2014-06-18;2014-10-14,2014-06-03;2014-06-18;2014-07-03,8/19/2015,12,5/22/2014,6/3/2014,6/18/2014,10/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/3/2014,6/18/2014,7/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7936361384,2015-05-25;2015-06-10;2015-07-03,2015-06-09;2015-07-03,8/19/2015,15,5/25/2015,6/10/2015,7/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/9/2015,7/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709904884,2015-06-15;2015-06-20;2015-06-22,2015-06-20;2015-06-22,8/19/2015,5,6/15/2015,6/20/2015,6/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2015,6/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516909367,11/28/2014,,8/19/2015,,11/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030876671,6/21/2015,,8/19/2015,,6/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023186466,2015-02-17;2015-04-13;2015-05-05,2015-04-08;2015-05-05,8/19/2015,50,2/17/2015,4/13/2015,5/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/8/2015,5/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7777626093,7/29/2014,,8/19/2015,,7/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309412184,10/22/2014,,8/19/2015,,10/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755633864,7/18/2015,,8/19/2015,,7/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585643436,5/4/2014,5/23/2014,8/19/2015,19,5/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/23/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488838004,2015-04-01;2015-04-14;2015-05-04;2015-05-28;2015-06-23,2015-04-13;2015-05-04;2015-05-28;2015-06-23,8/19/2015,12,4/1/2015,4/14/2015,5/4/2015,5/28/2015,6/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/13/2015,5/4/2015,5/28/2015,6/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8485736177,2/18/2015,,8/19/2015,,2/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003490834,2015-06-25;2015-07-17;2015-08-07,2015-07-16;2015-08-07,8/19/2015,21,6/25/2015,7/17/2015,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16/2015,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757970868,6/3/2014,,8/19/2015,,6/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975138991,2015-06-02;2015-07-17;2015-08-06,2015-07-11;2015-08-06,8/19/2015,39,6/2/2015,7/17/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133370972,2014-08-12;2014-09-04;2014-09-26;2014-10-15;2014-11-01;2014-11-26;2014-12-16,2014-09-02;2014-09-25;2014-10-15;2014-10-31;2014-11-23;2014-12-16,8/19/2015,21,8/12/2014,9/4/2014,9/26/2014,10/15/2014,11/1/2014,11/26/2014,12/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,9/2/2014,9/25/2014,10/15/2014,10/31/2014,11/23/2014,12/16/2014,,,,,,,,,,,,,,,,,,,,,,,,,,
8931300972,2015-03-26;2015-04-07;2015-04-28;2015-05-25,2015-04-07;2015-04-28;2015-05-25,8/19/2015,12,3/26/2015,4/7/2015,4/28/2015,5/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/7/2015,4/28/2015,5/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798185475,3/26/2015,,8/19/2015,,3/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7102879153,4/1/2015,,8/19/2015,,4/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941788941,6/20/2015,,8/19/2015,,6/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546979501,2015-04-09;2015-04-23;2015-05-07;2015-05-26;2015-06-11;2015-06-25;2015-07-18;2015-07-25;2015-08-15,2015-04-22;2015-05-07;2015-05-26;2015-06-09;2015-06-25;2015-07-16;2015-07-25;2015-08-15,8/19/2015,13,4/9/2015,4/23/2015,5/7/2015,5/26/2015,6/11/2015,6/25/2015,7/18/2015,7/25/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,4/22/2015,5/7/2015,5/26/2015,6/9/2015,6/25/2015,7/16/2015,7/25/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,
8634797091,2015-05-28;2015-06-04;2015-06-26;2015-07-06;2015-07-20;2015-07-23;2015-08-18,2015-06-04;2015-06-25;2015-06-30;2015-07-20;2015-07-22;2015-07-30,8/19/2015,7,5/28/2015,6/4/2015,6/26/2015,7/6/2015,7/20/2015,7/23/2015,8/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/2015,6/25/2015,6/30/2015,7/20/2015,7/22/2015,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
4587521056,2015-07-21;2015-07-27;2015-08-04;2015-08-13,2015-07-27;2015-08-04;2015-08-13,8/19/2015,6,7/21/2015,7/27/2015,8/4/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/27/2015,8/4/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143481783,3/28/2015,,8/19/2015,,3/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371237857,2015-05-20;2015-06-03;2015-07-01;2015-07-28,2015-06-03;2015-06-25;2015-07-28,8/19/2015,14,5/20/2015,6/3/2015,7/1/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/3/2015,6/25/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381855882,2015-05-22;2015-06-13,2015-06-12;2015-06-30,8/19/2015,21,5/22/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/12/2015,6/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7823111794,2015-07-16;2015-07-25;2015-08-01;2015-08-08;2015-08-15,2015-07-21;2015-08-01;2015-08-08;2015-08-15,8/19/2015,5,7/16/2015,7/25/2015,8/1/2015,8/8/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/21/2015,8/1/2015,8/8/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950043625,7/21/2014,,8/19/2015,,7/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985669270,2015-05-24;2015-07-06;2015-08-05,2015-06-14;2015-07-27,8/19/2015,21,5/24/2015,7/6/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/14/2015,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366858080,5/8/2015,,8/19/2015,,5/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631351360,2015-04-12;2015-05-08;2015-05-28;2015-06-23,2015-05-04;2015-05-26;2015-06-23,8/19/2015,22,4/12/2015,5/8/2015,5/28/2015,6/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/4/2015,5/26/2015,6/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899747029,2015-06-23;2015-06-30;2015-07-06,2015-06-30;2015-07-05,8/19/2015,7,6/23/2015,6/30/2015,7/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2015,7/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876643470,1/29/2015,,8/19/2015,,1/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789281998,2015-01-12;2015-02-03;2015-02-26;2015-03-25;2015-04-11;2015-05-05;2015-05-29;2015-06-30;2015-07-22,2015-02-02;2015-02-10;2015-03-19;2015-04-11;2015-04-21;2015-05-25;2015-06-05;2015-07-21;2015-08-09,8/19/2015,21,1/12/2015,2/3/2015,2/26/2015,3/25/2015,4/11/2015,5/5/2015,5/29/2015,6/30/2015,7/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,2/2/2015,2/10/2015,3/19/2015,4/11/2015,4/21/2015,5/25/2015,6/5/2015,7/21/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,
1800018025,2015-06-19;2015-07-03;2015-07-16;2015-08-07,2015-07-03;2015-07-16;2015-08-06,8/19/2015,14,6/19/2015,7/3/2015,7/16/2015,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/3/2015,7/16/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586610549,2015-05-28;2015-06-13;2015-06-20;2015-06-27;2015-07-03;2015-07-03;2015-07-15,2015-06-13;2015-06-20;2015-06-27;2015-07-03;2015-07-03;2015-07-15,8/19/2015,16,5/28/2015,6/13/2015,6/20/2015,6/27/2015,7/3/2015,7/3/2015,7/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,6/13/2015,6/20/2015,6/27/2015,7/3/2015,7/3/2015,7/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
1283470047,2015-05-21;2015-06-08;2015-07-09;2015-08-04,2015-06-07;2015-06-29;2015-07-30,8/19/2015,17,5/21/2015,6/8/2015,7/9/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/7/2015,6/29/2015,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048939339,2015-02-26;2015-03-20,3/20/2015,8/19/2015,22,2/26/2015,3/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053141354,6/21/2015,8/19/2015,8/19/2015,59,6/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229511691,11/29/2014,,8/19/2015,,11/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374108329,3/28/2015,4/18/2015,8/19/2015,21,3/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017268696,2014-05-03;2015-08-10,6/14/2014,8/19/2015,42,5/3/2014,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350866554,2015-06-06;2015-06-13;2015-07-01,2015-06-13;2015-07-01,8/19/2015,7,6/6/2015,6/13/2015,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/13/2015,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181013496,2015-04-02;2015-04-09;2015-04-15;2015-04-22;2015-04-30;2015-05-07;2015-05-14;2015-05-20;2015-05-27;2015-06-03,2015-04-09;2015-04-15;2015-04-22;2015-04-29;2015-05-07;2015-05-14;2015-05-20;2015-05-27;2015-06-03,8/19/2015,7,4/2/2015,4/9/2015,4/15/2015,4/22/2015,4/30/2015,5/7/2015,5/14/2015,5/20/2015,5/27/2015,6/3/2015,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015,4/15/2015,4/22/2015,4/29/2015,5/7/2015,5/14/2015,5/20/2015,5/27/2015,6/3/2015,,,,,,,,,,,,,,,,,,,,,,,
1647229846,2015-04-24;2015-05-10;2015-05-31;2015-06-18;2015-07-06;2015-08-01,2015-05-09;2015-05-31;2015-06-17;2015-07-06;2015-07-27,8/19/2015,15,4/24/2015,5/10/2015,5/31/2015,6/18/2015,7/6/2015,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/9/2015,5/31/2015,6/17/2015,7/6/2015,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127043037,2015-06-19;2015-07-21,2015-07-09;2015-08-09,8/19/2015,20,6/19/2015,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/9/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9317300927,7/16/2015,,8/19/2015,,7/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388645937,2015-06-17;2015-07-11,2015-07-08;2015-08-10,8/19/2015,21,6/17/2015,7/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6887884618,2015-01-14;2015-02-05;2015-03-05;2015-04-07,2015-02-04;2015-02-26;2015-03-26,8/19/2015,21,1/14/2015,2/5/2015,3/5/2015,4/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/4/2015,2/26/2015,3/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096962239,7/19/2014,,8/19/2015,,7/19/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260671459,3/20/2015,,8/19/2015,,3/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063379792,2014-08-13;2014-11-08;2014-11-30;2015-01-31;2015-03-31;2015-06-06,2014-10-08;2014-11-17;2015-01-28;2015-03-05;2015-05-21,8/19/2015,56,8/13/2014,11/8/2014,11/30/2014,1/31/2015,3/31/2015,6/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/2014,11/17/2014,1/28/2015,3/5/2015,5/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381042959,2014-08-07;2014-12-02;2014-12-24;2015-01-09;2015-01-28;2015-02-10;2015-03-07;2015-03-29;2015-04-08;2015-04-30;2015-05-20;2015-06-05;2015-06-12;2015-06-23;2015-07-08,2014-08-29;2014-12-23;2015-01-01;2015-01-21;2015-02-09;2015-03-06;2015-03-28;2015-04-08;2015-04-29;2015-05-20;2015-06-05;2015-06-12;2015-06-23;2015-07-08,8/19/2015,22,8/7/2014,12/2/2014,12/24/2014,1/9/2015,1/28/2015,2/10/2015,3/7/2015,3/29/2015,4/8/2015,4/30/2015,5/20/2015,6/5/2015,6/12/2015,6/23/2015,7/8/2015,,,,,,,,,,,,,,,,,,,8/29/2014,12/23/2014,1/1/2015,1/21/2015,2/9/2015,3/6/2015,3/28/2015,4/8/2015,4/29/2015,5/20/2015,6/5/2015,6/12/2015,6/23/2015,7/8/2015,,,,,,,,,,,,,,,,,,
5527448981,6/2/2015,6/23/2015,8/19/2015,21,6/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
